timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
11.00;90.00;f1.5;E0_0;10.08;0.00;4.98;CarC;-39.92;-1.60
11.00;270.00;f2.0;-E2_0;37.12;0.00;9.38;CarD;112.88;1.60
11.00;270.00;f2.1;-E2_0;18.77;0.00;7.46;CarB;131.23;1.60
11.00;270.00;f2.2;-E2_0;5.10;0.00;7.31;CarB;144.90;1.60
11.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
12.00;90.00;f1.0;link_0;54.03;0.00;9.86;CarA;54.03;-1.60
12.00;90.00;f1.1;link_0;34.85;0.00;9.61;CarA;34.85;-1.60
12.00;90.00;f1.2;link_0;16.71;0.00;7.57;CarC;16.71;-1.60
12.00;90.00;f1.3;E0_0;48.04;0.00;8.60;CarB;-1.96;-1.60
12.00;90.00;f1.4;E0_0;28.99;0.00;7.90;CarA;-21.01;-1.60
12.00;90.00;f1.5;E0_0;13.89;0.00;3.82;CarC;-36.11;-1.60
12.00;90.00;f1.6;E0_0;5.10;0.00;2.29;CarB;-44.90;-1.60
12.00;270.00;f2.0;-E2_0;41.72;0.00;4.60;CarD;108.28;1.60
12.00;270.00;f2.1;-E2_0;27.26;0.00;8.49;CarB;122.74;1.60
12.00;270.00;f2.2;-E2_0;11.98;0.00;6.88;CarB;138.02;1.60
12.00;270.00;f2.3;-E2_0;5.10;0.00;2.37;CarA;144.90;1.60
12.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
13.00;90.00;f1.0;link_0;62.88;0.00;8.85;CarA;62.88;-1.60
13.00;90.00;f1.1;link_0;42.40;0.00;7.56;CarA;42.40;-1.60
13.00;90.00;f1.2;link_0;25.96;0.00;9.25;CarC;25.96;-1.60
13.00;90.00;f1.3;link_0;5.41;0.00;7.47;CarB;5.41;-1.60
13.00;90.00;f1.4;E0_0;36.42;0.00;7.42;CarA;-13.58;-1.60
13.00;90.00;f1.5;E0_0;20.20;0.00;6.31;CarC;-29.80;-1.60
13.00;90.00;f1.6;E0_0;7.03;0.00;1.93;CarB;-42.97;-1.60
13.00;270.00;f2.0;-E2_0;42.49;0.00;0.77;CarD;107.51;1.60
13.00;270.00;f2.1;-E2_0;32.45;0.00;5.19;CarB;117.55;1.60
13.00;270.00;f2.2;-E2_0;19.77;0.00;7.79;CarB;130.23;1.60
13.00;270.00;f2.3;-E2_0;7.41;0.00;2.31;CarA;142.59;1.60
13.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
14.00;90.00;f1.0;link_0;71.73;0.00;8.86;CarA;71.73;-1.60
14.00;90.00;f1.1;link_0;50.52;0.00;8.12;CarA;50.52;-1.60
14.00;90.00;f1.2;link_0;34.41;0.00;8.44;CarC;34.41;-1.60
14.00;90.00;f1.3;link_0;14.43;0.00;9.02;CarB;14.43;-1.60
14.00;90.00;f1.4;E0_0;44.55;0.00;8.14;CarA;-5.45;-1.60
14.00;90.00;f1.5;E0_0;28.54;0.00;8.34;CarC;-21.46;-1.60
14.00;90.00;f1.6;E0_0;11.59;0.00;4.56;CarB;-38.41;-1.60
14.00;270.00;f2.0;-E2_0;42.50;0.00;0.01;CarD;107.50;1.60
14.00;270.00;f2.1;-E2_0;34.85;0.00;2.40;CarB;115.15;1.60
14.00;270.00;f2.2;-E2_0;25.12;0.00;5.35;CarB;124.88;1.60
14.00;270.00;f2.3;-E2_0;11.74;0.00;4.33;CarA;138.26;1.60
14.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
15.00;90.00;f1.0;link_0;79.38;0.00;7.64;CarA;79.38;-1.60
15.00;90.00;f1.1;link_0;58.48;0.00;7.96;CarA;58.48;-1.60
15.00;90.00;f1.2;link_0;42.42;0.00;8.01;CarC;42.42;-1.60
15.00;90.00;f1.3;link_0;23.15;0.00;8.72;CarB;23.15;-1.60
15.00;90.00;f1.4;link_0;3.03;0.00;8.57;CarA;3.03;-1.60
15.00;90.00;f1.5;E0_0;36.86;0.00;8.32;CarC;-13.14;-1.60
15.00;90.00;f1.6;E0_0;19.36;0.00;7.77;CarB;-30.64;-1.60
15.00;90.00;f1.7;E0_0;5.10;0.00;7.64;CarD;-44.90;-1.60
15.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
15.00;270.00;f2.1;-E2_0;35.56;0.00;0.71;CarB;114.44;1.60
15.00;270.00;f2.2;-E2_0;26.95;0.00;1.83;CarB;123.05;1.60
15.00;270.00;f2.3;-E2_0;16.86;0.00;5.12;CarA;133.14;1.60
15.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
16.00;90.00;f1.0;link_0;86.38;0.00;7.00;CarA;86.38;-1.60
16.00;90.00;f1.1;link_0;67.73;0.00;9.24;CarA;67.73;-1.60
16.00;90.00;f1.2;link_0;50.09;0.00;7.67;CarC;50.09;-1.60
16.00;90.00;f1.3;link_0;32.15;0.00;9.01;CarB;32.15;-1.60
16.00;90.00;f1.4;link_0;10.86;0.00;7.84;CarA;10.86;-1.60
16.00;90.00;f1.5;E0_0;45.13;0.00;8.27;CarC;-4.87;-1.60
16.00;90.00;f1.6;E0_0;26.65;0.00;7.29;CarB;-23.35;-1.60
16.00;90.00;f1.7;E0_0;12.27;0.00;7.17;CarD;-37.73;-1.60
16.00;90.00;f1.8;E0_0;5.10;0.00;1.83;CarC;-44.90;-1.60
16.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
16.00;270.00;f2.1;-E2_0;35.96;0.00;0.40;CarB;114.04;1.60
16.00;270.00;f2.2;-E2_0;29.05;0.00;2.10;CarB;120.95;1.60
16.00;270.00;f2.3;-E2_0;18.98;0.00;2.12;CarA;131.02;1.60
16.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
17.00;90.00;f1.0;link_0;91.36;0.00;4.98;CarA;91.36;-1.60
17.00;90.00;f1.1;link_0;74.51;0.00;6.79;CarA;74.51;-1.60
17.00;90.00;f1.2;link_0;58.80;0.00;8.71;CarC;58.80;-1.60
17.00;90.00;f1.3;link_0;40.59;0.00;8.44;CarB;40.59;-1.60
17.00;90.00;f1.4;link_0;19.62;0.00;8.76;CarA;19.62;-1.60
17.00;90.00;f1.5;link_0;2.92;0.00;7.89;CarC;2.92;-1.60
17.00;90.00;f1.6;E0_0;34.00;0.00;7.34;CarB;-16.00;-1.60
17.00;90.00;f1.7;E0_0;19.40;0.00;7.13;CarD;-30.60;-1.60
17.00;90.00;f1.8;E0_0;6.81;0.00;1.71;CarC;-43.19;-1.60
17.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
17.00;270.00;f2.1;-E2_0;35.99;0.00;0.03;CarB;114.01;1.60
17.00;270.00;f2.2;-E2_0;29.38;0.00;0.33;CarB;120.62;1.60
17.00;270.00;f2.3;-E2_0;21.26;0.00;2.28;CarA;128.74;1.60
17.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
18.00;90.00;f1.0;link_0;94.95;0.00;3.59;CarA;94.95;-1.60
18.00;90.00;f1.1;link_0;81.03;0.00;6.52;CarA;81.03;-1.60
18.00;90.00;f1.2;link_0;65.64;0.00;6.84;CarC;65.64;-1.60
18.00;90.00;f1.3;link_0;49.37;0.00;8.77;CarB;49.37;-1.60
18.00;90.00;f1.4;link_0;26.92;0.00;7.30;CarA;26.92;-1.60
18.00;90.00;f1.5;link_0;10.94;0.00;8.02;CarC;10.94;-1.60
18.00;90.00;f1.6;E0_0;41.85;0.00;7.86;CarB;-8.15;-1.60
18.00;90.00;f1.7;E0_0;26.24;0.00;6.84;CarD;-23.76;-1.60
18.00;90.00;f1.8;E0_0;10.65;0.00;3.83;CarC;-39.35;-1.60
18.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
18.00;270.00;f2.1;-E2_0;36.00;0.00;0.00;CarB;114.00;1.60
18.00;270.00;f2.2;-E2_0;29.46;0.00;0.08;CarB;120.54;1.60
18.00;270.00;f2.3;-E2_0;22.68;0.00;1.43;CarA;127.32;1.60
18.00;270.00;f2.4;-E2_0;5.10;0.00;1.29;CarA;144.90;1.60
18.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
19.00;90.00;f1.0;link_0;97.15;0.00;2.20;CarA;97.15;-1.60
19.00;90.00;f1.1;link_0;84.56;0.00;3.52;CarA;84.56;-1.60
19.00;90.00;f1.2;link_0;72.59;0.00;6.94;CarC;72.59;-1.60
19.00;90.00;f1.3;link_0;57.10;0.00;7.74;CarB;57.10;-1.60
19.00;90.00;f1.4;link_0;35.69;0.00;8.76;CarA;35.69;-1.60
19.00;90.00;f1.5;link_0;18.52;0.00;7.58;CarC;18.52;-1.60
19.00;90.00;f1.6;E0_0;49.16;0.00;7.31;CarB;-0.84;-1.60
19.00;90.00;f1.7;E0_0;34.19;0.00;7.95;CarD;-15.81;-1.60
19.00;90.00;f1.8;E0_0;17.24;0.00;6.59;CarC;-32.76;-1.60
19.00;90.00;f1.9;E0_0;5.10;0.00;1.25;CarA;-44.90;-1.60
19.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
19.00;270.00;f2.1;-E2_0;36.00;0.00;0.00;CarB;114.00;1.60
19.00;270.00;f2.2;-E2_0;29.49;0.00;0.03;CarB;120.51;1.60
19.00;270.00;f2.3;-E2_0;22.86;0.00;0.18;CarA;127.14;1.60
19.00;270.00;f2.4;-E2_0;9.85;0.00;4.75;CarA;140.15;1.60
19.00;270.00;test0;-E2_0;49.00;0.00;0.00;test;101.00;1.60
20.00;90.00;f1.0;E2_0;4.11;0.00;7.06;CarA;104.11;-1.60
20.00;90.00;f1.1;link_0;87.24;0.00;2.68;CarA;87.24;-1.60
20.00;90.00;f1.2;link_0;77.13;0.00;4.55;CarC;77.13;-1.60
20.00;90.00;f1.3;link_0;64.06;0.00;6.96;CarB;64.06;-1.60
20.00;90.00;f1.4;link_0;44.61;0.00;8.92;CarA;44.61;-1.60
20.00;90.00;f1.5;link_0;27.13;0.00;8.62;CarC;27.13;-1.60
20.00;90.00;f1.6;link_0;6.90;0.00;7.84;CarB;6.90;-1.60
20.00;90.00;f1.7;E0_0;41.70;0.00;7.51;CarD;-8.30;-1.60
20.00;90.00;f1.8;E0_0;25.83;0.00;8.59;CarC;-24.17;-1.60
20.00;90.00;f1.9;E0_0;10.10;0.00;5.00;CarA;-39.90;-1.60
20.00;270.00;f2.0;-E2_0;42.50;0.00;0.00;CarD;107.50;1.60
20.00;270.00;f2.1;-E2_0;36.00;0.00;0.00;CarB;114.00;1.60
20.00;270.00;f2.2;-E2_0;29.49;0.00;0.01;CarB;120.51;1.60
20.00;270.00;f2.3;-E2_0;22.93;0.00;0.06;CarA;127.07;1.60
20.00;270.00;f2.4;-E2_0;14.54;0.00;4.69;CarA;135.46;1.60
20.00;270.00;test0;-E2_0;49.50;0.00;0.50;test;100.50;1.60
21.00;90.00;f1.0;E2_0;13.19;0.00;9.08;CarA;113.19;-1.60
21.00;90.00;f1.1;link_0;93.53;0.00;6.29;CarA;93.53;-1.60
21.00;90.00;f1.10;E0_0;5.10;0.00;2.64;CarA;-44.90;-1.60
21.00;90.00;f1.2;link_0;79.29;0.00;2.15;CarC;79.29;-1.60
21.00;90.00;f1.3;link_0;67.99;0.00;3.93;CarB;67.99;-1.60
21.00;90.00;f1.4;link_0;50.96;0.00;6.35;CarA;50.96;-1.60
21.00;90.00;f1.5;link_0;36.68;0.00;9.54;CarC;36.68;-1.60
21.00;90.00;f1.6;link_0;16.58;0.00;9.68;CarB;16.58;-1.60
21.00;90.00;f1.7;E0_0;49.85;0.00;8.15;CarD;-0.15;-1.60
21.00;90.00;f1.8;E0_0;32.54;0.00;6.71;CarC;-17.46;-1.60
21.00;90.00;f1.9;E0_0;15.11;0.00;5.02;CarA;-34.89;-1.60
21.00;270.00;f2.0;-E2_0;42.87;0.00;0.38;CarD;107.13;1.60
21.00;270.00;f2.1;-E2_0;36.00;0.00;0.00;CarB;114.00;1.60
21.00;270.00;f2.2;-E2_0;29.50;0.00;0.00;CarB;120.50;1.60
21.00;270.00;f2.3;-E2_0;22.99;0.00;0.06;CarA;127.01;1.60
21.00;270.00;f2.4;-E2_0;16.23;0.00;1.69;CarA;133.77;1.60
21.00;270.00;test0;-link_0;0.47;0.00;1.07;test;99.53;1.60
22.00;90.00;f1.0;E2_0;22.86;0.00;9.68;CarA;122.86;-1.60
22.00;90.00;f1.1;E2_0;1.68;0.00;8.24;CarA;101.68;-1.60
22.00;90.00;f1.10;E0_0;7.36;0.00;2.26;CarA;-42.64;-1.60
22.00;90.00;f1.2;link_0;83.10;0.00;3.81;CarC;83.10;-1.60
22.00;90.00;f1.3;link_0;71.63;0.00;3.64;CarB;71.63;-1.60
22.00;90.00;f1.4;link_0;56.59;0.00;5.63;CarA;56.59;-1.60
22.00;90.00;f1.5;link_0;42.53;0.00;5.85;CarC;42.53;-1.60
22.00;90.00;f1.6;link_0;25.07;0.00;8.49;CarB;25.07;-1.60
22.00;90.00;f1.7;link_0;8.75;0.00;9.00;CarD;8.75;-1.60
22.00;90.00;f1.8;E0_0;40.63;0.00;8.09;CarC;-9.37;-1.60
22.00;90.00;f1.9;E0_0;20.98;0.00;5.87;CarA;-29.02;-1.60
22.00;270.00;f2.0;-E2_0;43.79;0.00;0.92;CarD;106.21;1.60
22.00;270.00;f2.1;-E2_0;36.31;0.00;0.31;CarB;113.69;1.60
22.00;270.00;f2.2;-E2_0;29.50;0.00;0.00;CarB;120.50;1.60
22.00;270.00;f2.3;-E2_0;22.99;0.00;0.01;CarA;127.01;1.60
22.00;270.00;f2.4;-E2_0;16.39;0.00;0.16;CarA;133.61;1.60
22.00;270.00;test0;-link_0;2.17;0.00;1.69;test;97.83;1.60
23.00;90.00;f1.0;E2_0;31.38;0.00;8.51;CarA;131.38;-1.60
23.00;90.00;f1.1;E2_0;10.73;0.00;9.06;CarA;110.73;-1.60
23.00;90.00;f1.10;E0_0;13.20;0.00;5.84;CarA;-36.80;-1.60
23.00;90.00;f1.11;E0_0;5.10;0.00;1.60;CarD;-44.90;-1.60
23.00;90.00;f1.2;link_0;88.99;0.00;5.89;CarC;88.99;-1.60
23.00;90.00;f1.3;link_0;75.74;0.00;4.11;CarB;75.74;-1.60
23.00;90.00;f1.4;link_0;60.68;0.00;4.09;CarA;60.68;-1.60
23.00;90.00;f1.5;link_0;48.23;0.00;5.70;CarC;48.23;-1.60
23.00;90.00;f1.6;link_0;32.39;0.00;7.32;CarB;32.39;-1.60
23.00;90.00;f1.7;link_0;17.22;0.00;8.47;CarD;17.22;-1.60
23.00;90.00;f1.8;E0_0;49.09;0.00;8.45;CarC;-0.91;-1.60
23.00;90.00;f1.9;E0_0;27.04;0.00;6.05;CarA;-22.96;-1.60
23.00;270.00;f2.0;-E2_0;45.13;0.00;1.34;CarD;104.87;1.60
23.00;270.00;f2.1;-E2_0;37.11;0.00;0.80;CarB;112.89;1.60
23.00;270.00;f2.2;-E2_0;29.70;0.00;0.20;CarB;120.30;1.60
23.00;270.00;f2.3;-E2_0;22.99;0.00;0.00;CarA;127.01;1.60
23.00;270.00;f2.4;-E2_0;16.47;0.00;0.08;CarA;133.53;1.60
23.00;270.00;f2.5;-E2_0;5.10;0.00;3.93;CarA;144.90;1.60
23.00;270.00;test0;-link_0;4.43;0.00;2.26;test;95.57;1.60
24.00;90.00;f1.0;E2_0;41.13;0.00;9.75;CarA;141.13;-1.60
24.00;90.00;f1.1;E2_0;20.56;0.00;9.82;CarA;120.56;-1.60
24.00;90.00;f1.10;E0_0;17.32;0.00;4.12;CarA;-32.68;-1.60
24.00;90.00;f1.11;E0_0;6.14;0.00;1.04;CarD;-43.86;-1.60
24.00;90.00;f1.2;link_0;97.16;0.00;8.17;CarC;97.16;-1.60
24.00;90.00;f1.3;link_0;80.05;0.00;4.31;CarB;80.05;-1.60
24.00;90.00;f1.4;link_0;64.25;0.00;3.58;CarA;64.25;-1.60
24.00;90.00;f1.5;link_0;52.46;0.00;4.23;CarC;52.46;-1.60
24.00;90.00;f1.6;link_0;38.74;0.00;6.35;CarB;38.74;-1.60
24.00;90.00;f1.7;link_0;24.84;0.00;7.62;CarD;24.84;-1.60
24.00;90.00;f1.8;link_0;7.60;0.00;8.62;CarC;7.60;-1.60
24.00;90.00;f1.9;E0_0;33.84;0.00;6.80;CarA;-16.16;-1.60
24.00;270.00;f2.0;-E2_0;47.17;0.00;2.04;CarD;102.83;1.60
24.00;270.00;f2.1;-E2_0;38.48;0.00;1.37;CarB;111.52;1.60
24.00;270.00;f2.2;-E2_0;30.54;0.00;0.84;CarB;119.46;1.60
24.00;270.00;f2.3;-E2_0;23.15;0.00;0.16;CarA;126.85;1.60
24.00;270.00;f2.4;-E2_0;16.49;0.00;0.03;CarA;133.51;1.60
24.00;270.00;f2.5;-E2_0;7.22;0.00;2.12;CarA;142.78;1.60
24.00;270.00;test0;-link_0;7.40;0.00;2.98;test;92.60;1.60
25.00;90.00;f1.0;E2_0;49.45;0.00;8.32;CarA;149.45;-1.60
25.00;90.00;f1.1;E2_0;30.31;0.00;9.75;CarA;130.31;-1.60
25.00;90.00;f1.10;E0_0;24.91;0.00;7.59;CarA;-25.09;-1.60
25.00;90.00;f1.11;E0_0;9.05;0.00;2.91;CarD;-40.95;-1.60
25.00;90.00;f1.2;E2_0;7.05;0.00;9.99;CarC;107.05;-1.60
25.00;90.00;f1.3;link_0;88.00;0.00;7.95;CarB;88.00;-1.60
25.00;90.00;f1.4;link_0;68.73;0.00;4.48;CarA;68.73;-1.60
25.00;90.00;f1.5;link_0;57.26;0.00;4.80;CarC;57.26;-1.60
25.00;90.00;f1.6;link_0;43.78;0.00;5.04;CarB;43.78;-1.60
25.00;90.00;f1.7;link_0;31.34;0.00;6.50;CarD;31.34;-1.60
25.00;90.00;f1.8;link_0;15.64;0.00;8.03;CarC;15.64;-1.60
25.00;90.00;f1.9;E0_0;42.34;0.00;8.49;CarA;-7.66;-1.60
25.00;270.00;f2.0;-link_0;0.02;0.00;2.95;CarD;99.98;1.60
25.00;270.00;f2.1;-E2_0;39.98;0.00;1.50;CarB;110.02;1.60
25.00;270.00;f2.2;-E2_0;31.59;0.00;1.06;CarB;118.41;1.60
25.00;270.00;f2.3;-E2_0;24.03;0.00;0.88;CarA;125.97;1.60
25.00;270.00;f2.4;-E2_0;16.62;0.00;0.13;CarA;133.38;1.60
25.00;270.00;f2.5;-E2_0;9.00;0.00;1.78;CarA;141.00;1.60
25.00;270.00;test0;-link_0;11.16;0.00;3.75;test;88.84;1.60
26.00;90.00;f1.1;E2_0;39.57;0.00;9.26;CarA;139.57;-1.60
26.00;90.00;f1.10;E0_0;31.70;0.00;6.79;CarA;-18.30;-1.60
26.00;90.00;f1.11;E0_0;13.70;0.00;4.64;CarD;-36.30;-1.60
26.00;90.00;f1.12;E0_0;5.10;0.00;2.09;CarA;-44.90;-1.60
26.00;90.00;f1.2;E2_0;16.59;0.00;9.55;CarC;116.59;-1.60
26.00;90.00;f1.3;link_0;97.66;0.00;9.66;CarB;97.66;-1.60
26.00;90.00;f1.4;link_0;74.87;0.00;6.14;CarA;74.87;-1.60
26.00;90.00;f1.5;link_0;61.14;0.00;3.88;CarC;61.14;-1.60
26.00;90.00;f1.6;link_0;47.66;0.00;3.88;CarB;47.66;-1.60
26.00;90.00;f1.7;link_0;36.37;0.00;5.03;CarD;36.37;-1.60
26.00;90.00;f1.8;link_0;22.16;0.00;6.53;CarC;22.16;-1.60
26.00;90.00;f1.9;link_0;0.33;0.00;8.09;CarA;0.33;-1.60
26.00;270.00;f2.0;-link_0;4.46;0.00;4.44;CarD;95.54;1.60
26.00;270.00;f2.1;-E2_0;42.01;0.00;2.03;CarB;107.99;1.60
26.00;270.00;f2.2;-E2_0;33.26;0.00;1.66;CarB;116.74;1.60
26.00;270.00;f2.3;-E2_0;24.60;0.00;0.57;CarA;125.40;1.60
26.00;270.00;f2.4;-E2_0;17.09;0.00;0.47;CarA;132.91;1.60
26.00;270.00;f2.5;-E2_0;10.11;0.00;1.11;CarA;139.89;1.60
26.00;270.00;test0;-link_0;15.43;0.00;4.27;test;84.57;1.60
27.00;90.00;f1.1;E2_0;49.06;0.00;9.49;CarA;149.06;-1.60
27.00;90.00;f1.10;E0_0;39.99;0.00;8.28;CarA;-10.01;-1.60
27.00;90.00;f1.11;E0_0;19.72;0.00;6.03;CarD;-30.28;-1.60
27.00;90.00;f1.12;E0_0;6.32;0.00;1.22;CarA;-43.68;-1.60
27.00;90.00;f1.2;E2_0;25.63;0.00;9.04;CarC;125.63;-1.60
27.00;90.00;f1.3;E2_0;5.28;0.00;7.73;CarB;105.28;-1.60
27.00;90.00;f1.4;link_0;84.49;0.00;9.62;CarA;84.49;-1.60
27.00;90.00;f1.5;link_0;67.04;0.00;5.90;CarC;67.04;-1.60
27.00;90.00;f1.6;link_0;53.07;0.00;5.40;CarB;53.07;-1.60
27.00;90.00;f1.7;link_0;40.70;0.00;4.33;CarD;40.70;-1.60
27.00;90.00;f1.8;link_0;27.45;0.00;5.28;CarC;27.45;-1.60
27.00;90.00;f1.9;link_0;6.90;0.00;6.58;CarA;6.90;-1.60
27.00;270.00;f2.0;-link_0;8.18;0.00;3.72;CarD;91.82;1.60
27.00;270.00;f2.1;-E2_0;45.86;0.00;3.85;CarB;104.14;1.60
27.00;270.00;f2.2;-E2_0;34.56;0.00;1.30;CarB;115.44;1.60
27.00;270.00;f2.3;-E2_0;25.84;0.00;1.24;CarA;124.16;1.60
27.00;270.00;f2.4;-E2_0;17.71;0.00;0.62;CarA;132.29;1.60
27.00;270.00;f2.5;-E2_0;10.54;0.00;0.43;CarA;139.46;1.60
27.00;270.00;test0;-link_0;20.23;0.00;4.80;test;79.77;1.60
28.00;90.00;f1.10;E0_0;46.87;0.00;6.88;CarA;-3.13;-1.60
28.00;90.00;f1.11;E0_0;26.76;0.00;7.04;CarD;-23.24;-1.60
28.00;90.00;f1.12;E0_0;10.46;0.00;4.13;CarA;-39.54;-1.60
28.00;90.00;f1.2;E2_0;35.02;0.00;9.39;CarC;135.02;-1.60
